formType,teamnum,matchNum,autoReachD,autoShotSS,HiGAttempt,HiGAttain,LoGAttain,batter,scaleAttempt,scaleSuccess,broken,CDFCross,DBCross,LBCross,MoatCross,PCCross,RPCross,RWCross,RTCross,SPCross,autoCrossD,autoShotAtp,_id,_rev,language,views,redAlliance,blueAlliance,ballpick,drivetrain,aim,shooter,hpInfo
match,166,29,YES,YES,1,4,0,YES,on,on,,0,0,3,0,0,0,0,0,0,LB,Hi,f0d61033-82bd-ee5b-8cc6-a973ac1d3bfe,1-c2aadba29668096ef37bc7e6c27cedfc,,,,,,,,,
match,5122,31,YES,on,0,0,2,YES,on,on,,2,0,1,0,0,1,0,0,0,LB,none,f16acd72-72fe-5035-d9f2-772599343009,1-464dd312c88fba5ca488e22388bbdc3e,,,,,,,,,
pit,4042,,,,,,,,,,,,,,,,,,,,,,f178ab63-0cf4-4bfa-84fc-212f5d91836f,1-b29cd403b988ef6f481b2543413f8b95,,,,,on,west,DR,none,"they like lifting, they have a 6 wheel drive train that can also be 8 wheels"
match,4906,46,on,on,3,2,1,YES,on,on,,0,0,1,0,1,0,0,0,0,PC,none,f2940866-2b28-2dac-4348-7693ec27c691,1-130769b09e0d4c2cdf34fde9240c5af9,,,,,,,,,
match,5506,36,YES,on,0,0,1,YES,on,on,,0,0,0,0,0,1,1,0,0,RW,none,f49bfbee-8c57-b901-a067-a17bf281c6cf,1-f42bce17f93fc66254552fe8802473cb,,,,,,,,,
match,2648,54,YES,on,4,2,0,YES,on,on,,0,0,0,1,0,0,1,0,0,RW,none,f5c84be3-0af3-89c1-d413-73541c476013,1-0d87397ea9cd12bb793283c331d5e19a,,,,,,,,,
match,6161,31,YES,on,0,0,0,on,on,on,,0,0,0,0,0,0,0,2,2,RT,none,f683fa46-7a3d-9b52-741b-dde8cd33dbd2,1-b448df1ddefd44953c3174c5c67c397d,,,,,,,,,
match,58,23,YES,on,0,0,1,on,on,on,,0,0,1,0,2,0,0,0,1,LB,none,f6d9ad70-fa49-f415-f490-7768457c2ad9,1-535cbbc576824ce6da8914e2de70a668,,,,,,,,,
match,4925,29,on,on,0,2,0,YES,on,on,,0,0,0,0,0,0,0,0,0,N,none,f760a6ff-d39c-36f4-ef0f-bbf973f5c1c6,1-0fdc4083afb16bdf292bfda19c2af98d,,,,,,,,,
match,4546,25,on,on,0,0,0,YES,on,on,,0,0,0,0,0,3,0,1,2,N,none,f7abd6f1-8a54-fadf-c24c-ca6cbc115107,1-b0ad40ef824b2ba5861325104d9d1970,,,,,,,,,
match,4473,20,YES,on,0,0,1,YES,on,on,,0,0,0,0,0,1,2,0,0,N,none,fa446ff3-e4ae-fac2-99a6-3851a58a9b66,1-923c8ca0c286e5808d4059d85f36ec71,,,,,,,,,
pit,3525,,,,,,,,,,,,,,,,,,,,,,fc6d57fe-0e2d-74bd-e721-24b048cde02e,1-b113d9c5df052f4544b4816ecaf6f3d0,,,,,on,west,DR,none,"all defences except category category C, but they can do coop on C"
match,5752,40,on,on,0,0,4,YES,on,on,,0,0,4,0,0,0,0,0,0,M,none,fcc85460-8b3b-12d0-c858-60a3ae324054,1-75416847ecef8f9523117f59af39c523,,,,,,,,,
match,4925,44,on,on,3,1,0,on,on,on,,0,0,0,0,0,0,0,0,0,N,none,fe7553de-65c5-66eb-3c90-e23032e5dd00,1-f681981b76f8c4c6f783c9c322d82dac,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree1,1-d923d1e1934ed39bbec6246c65d1e022,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree10,1-cc149a898b5a2e0306ec0d9f1f3ad3c7,,,"5265,4958,3597","6224,4925,5471",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree11,1-d33937c2b69a76f9b13c65be0d8cadee,,,"4564,6153,1519",5752663172,,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree12,1-65f301ec1b6e7b40613f5afc154e730e,,,"3930,4042,6161","5902,166,2523",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree13,1-54b1177674604e275f0297ec0cbaa8db,,,"230,5633,4546","6172,2648,319",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree14,1-4c06bada847ed7be04eee62795b01bde,,,"3525,3597,3451","4473,6153,4555",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree15,1-320b5f707894cc8f160d4e1cb8b9c857,,,"5122,5265,172","4042,133,2523",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree16,1-6419c18188a58b3a5fa6cdb50b4eaa9f,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree17,1-e7c1887d34db8855ee57d25e07e82050,,,"6224,1519,6172","716,3585,125",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree18,1-900076ee4b4013edac010313d296d58e,,,"166,3930,230","3525,5471,319",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree19,1-cb13eb431f3e86953ef21ac8f275d778,,,"5633,4958,6161","663,4041,1922",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree2,1-e983a47ff3d9a97f071b4077efad4556,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree20,1-9d6f554ba394a60e9dab795b286297a4,,,"5687,4473,4546","4564,5506,4925",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree21,1-c78bd52f114156c74b873a65c22adb51,,,"4906,4555,2523","133,2648,6153",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree22,1-8aa0eb41b87692c97cc4ce201c86ca27,,,"5471,3597,4041","716,319,5902",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree23,1-b9cb62195a65ff20b19fbdd28c70a5d7,,,"1922,4042,58","663,3525,4958",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree24,1-e6586236e68ac016bdb7981cc24c3ad0,,,"6172,4564,5687","5265,166,3451",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree25,1-3f8a2b855208b58be43993f4acb099e8,,,"172,3585,6224","5752,4546,6161",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree26,1-972a19f9d577b43e3b1a6615146d561a,,,"125,58,58","5506,4473,230",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree27,1-4448f22526fdd14957bec291383be8b8,,,"5633,5122,1922","4925,1519,3597",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree28,1-bd3cd81e8b539f3a171662602f5072a4,,,"5471,172,4546","3451,4958,6224",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree29,1-e0a06174306d9fd1fe84a667e5af177c,,,"166,6153,3525","4906,663,4473",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree3,1-bf13dd743471abe7b60a3ef3c16d8fda,,,"5902,6224,5122","3930,4546,319",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree30,1-adeba3fc75df9d999fec555d0ca00ab4,,,"4564,319,3609","3930,2648,2523",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree31,1-1dcbd13b5560e37b7ce16e85b6509882,,,"6172,6161,133","5506,4042,5122",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree32,1-503d902e4adc6d13a533ab5f4c475dae,,,"5265,4041,5752","4555,716,4925",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree33,1-87fcf80ae050d21d4cd3a1edc08d3453,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree34,1-dc185db7f0dec3730a48318efca19a10,,,"3585,6153,4906","5633,3930,3597",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree35,1-9771ba1e923ea55bf0b4c882e511dd60,,,"4546,3451,4555","4925,1922,6161",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree36,1-e40ad9d540e3c61617800e826cc866c1,,,"1519,5506,3525","5122,319,5687",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree37,1-e6e2831e2d6df15c8c13dd51311bbdde,,,"2523,4564,663","3585,5265,230",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree38,1-624cbf63be22ea1e00c5eedeac695e97,,,"5902,4958,6172","133,3609,4041",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree39,1-3c50ca2b6643270cf17c05bc079c5add,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree4,1-d6d56034195b0aa4965423984d8cdc73,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree40,1-c024e6f756d1f19408a4697e9822fb1b,,,"125,166,5752","5471,4042,5633",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree41,1-a6624e18da91067de086f932dae45aa1,,,"663,5265,3930","3451,6172,5122",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree42,1-88e414f60824fe59229c7d3acfe81921,,,"6153,3597,716","5687,3525,133",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree43,1-c52e554aa1b59588b429aecb733afbb9,,,"3585,4958,1519","4555,6161,5471",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree44,1-0298bb40be34a0ffaaa1aa0daa4c3dfe,,,"4042,4925,4546","3609,5633,2523",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree45,1-481089f022de3e367aa810d2cccc9b33,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree46,1-38136a09449bde8d7187265f24a279f2,,,"2648,5902,4041","166,6224,5506",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree47,1-9673220652a753fec5dc390f1074db2d,,,"4473,319,5265","1922,4906,4546",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree48,1-89514cf04adea0ac60ad240f314ca87f,,,"716,663,4042","5687,5633,4555",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree49,1-0e9a8b8ab4ae313fcb62ff5a8c9b043c,,,"2648,4958,3609","125,3597,6161",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree5,1-3647427dcb8a75aa02e7388854856f53,,,"663,2648,5633","4473,3585,3451",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree50,1-879afbf5fb5f821d29581ab5b6463cf1,,,"6153,4041,172","3930,4564,1922",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree51,1-3f7d7625b0904751e1ec9f0d7e04df16,,,"5471,4473,5902","4925,6172,230",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree52,1-0be33b98da8f7218138b892df5046fe3,,,319166133,"5122,5752,3585",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree53,1-3c7e5e027a9aff4c3bff4a11b7a621fc,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree54,1-37e88918d17ab546cb39142573f387fa,,,"4906,5687,4042","1519,2648,5471",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree55,1-391f752b54ecb2d270915a649b2884c0,,,"4958,5752,4473","5902,3585,3930",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree56,1-39790d75aed850d0d66df1ec6df975b8,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree57,1-8be080d37c2301c52b44e798e4e79249,,,"4546,2523,3525","716,4041,1519",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree58,1-5b518d7e42de179a6977dd43588e7189,,,"5633,4925,166","133,172,5506",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree59,1-29213e312495e56d1e5591cb8cdec836,,,"3597,5122,3609","663,4555,125",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree6,1-8261896f7042848038daa91f59bcdcb9,,,"4564,125,5471","3525,6161,716",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree60,1-5db4fce9ea87957447a58e42b7b0f75c,,,"4564,6161,3451","230,6224,4906",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree7,1-ad7e091d4f363ed389e74081a5c1106e,,,"4042,230,4555","4958,6153,5506",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree8,1-553e2413eab9da0b82ce3fd2fb138ac4,,,"58,58,58","58,58,58",,,,,
,,,,,,,,,,,,,,,,,,,,,,,pineTree9,1-5530c15c4749ee53433a9112b7425801,,,4906716133,"3451,1922,125",,,,,
